tag,country,source,source_key,flavored,building,good,prestige_good,prestige_base,level_hint,input_goods,attribution,file
SAR,Sardinia-Piedmont,company,company_ansaldo,yes,steel_mill,steel,,,,coal electricity iron tools,hq,00_companies_italy.txt
SAR,Sardinia-Piedmont,company,company_ansaldo,yes,tooling_workshop,tools,,,,coal electricity iron oil rubber steel wood,hq,00_companies_italy.txt
SAR,Sardinia-Piedmont,company,company_fcm,yes,automotive_industry,aeroplanes automobiles tanks,,,,electricity engines fabric hardwood oil rubber steel tools,file+hq,00_companies_france.txt
SAR,Sardinia-Piedmont,company,company_fcm,yes,shipyard,clippers steamers,,,,coal electricity engines fabric hardwood steel wood,file+hq,00_companies_france.txt
SAR,Sardinia-Piedmont,company,company_fcm,yes,steel_mill,steel,,,,coal electricity iron tools,file+hq,00_companies_france.txt
SAR,Sardinia-Piedmont,company,company_fiat,yes,,,turin_automobiles,automobiles,,,hq,00_companies_italy.txt
SAR,Sardinia-Piedmont,company,company_fiat,yes,automotive_industry,aeroplanes automobiles tanks,,,,electricity engines fabric hardwood oil rubber steel tools,hq,00_companies_italy.txt
SAR,Sardinia-Piedmont,company,company_fiat,yes,motor_industry,engines,,,,coal electricity oil steel tools,hq,00_companies_italy.txt
SAR,Sardinia-Piedmont,company,company_fiat,yes,steel_mill,steel,,,,coal electricity iron tools,hq,00_companies_italy.txt
SAR,Sardinia-Piedmont,company,company_ilva,yes,,,generic_steel,steel,,,hq,00_companies_italy.txt
SAR,Sardinia-Piedmont,company,company_ilva,yes,coal_mine,coal,,,,engines explosives oil tools transportation,hq,00_companies_italy.txt
SAR,Sardinia-Piedmont,company,company_ilva,yes,iron_mine,iron,,,,coal engines explosives oil tools transportation,hq,00_companies_italy.txt
SAR,Sardinia-Piedmont,company,company_ilva,yes,steel_mill,steel,,,,coal electricity iron tools,hq,00_companies_italy.txt
SIA,Siam,company,company_a_markwald_and_company,yes,,,generic_grain,grain,,,hq,00_companies_ep2.txt
SIA,Siam,company,company_a_markwald_and_company,yes,logging_camp,hardwood wood,,,,coal electricity engines oil tools transportation,hq,00_companies_ep2.txt
SIA,Siam,company,company_a_markwald_and_company,yes,port,merchant_marine,,,,clippers coal oil steamers,hq,00_companies_ep2.txt
SIA,Siam,company,company_a_markwald_and_company,yes,rice_farm,fruit grain sugar,,,,coal fertilizer fish tools,hq,00_companies_ep2.txt
SIA,Siam,company,company_a_markwald_and_company,yes,tooling_workshop,tools,,,,coal electricity iron oil rubber steel wood,hq,00_companies_ep2.txt
SIA,Siam,company,company_b_grimm,yes,,,generic_grain,grain,,,hq,00_companies_asia.txt
SIA,Siam,company,company_b_grimm,yes,chemical_plant,fertilizer,,,,iron oil sulfur,hq,00_companies_asia.txt
SIA,Siam,company,company_b_grimm,yes,rice_farm,fruit grain sugar,,,,coal fertilizer fish tools,hq,00_companies_asia.txt
SIA,Siam,company,company_guthrie,yes,coffee_plantation,,,,,transportation,hq,00_companies_ep2.txt
SIA,Siam,company,company_guthrie,yes,logging_camp,hardwood wood,,,,coal electricity engines oil tools transportation,hq,00_companies_ep2.txt
SIA,Siam,company,company_guthrie,yes,rubber_plantation,,,,,transportation,hq,00_companies_ep2.txt
SIA,Siam,company,company_guthrie,yes,tea_plantation,,,,,transportation,hq,00_companies_ep2.txt
SIA,Siam,company,company_guthrie,yes,tooling_workshop,tools,,,,coal electricity iron oil rubber steel wood,hq,00_companies_ep2.txt
SIA,Siam,company,company_siam_electrical_company_limited,yes,power_plant,electricity,,,,coal engines oil wood,hq,00_companies_ep2.txt
SIA,Siam,company,company_siam_electrical_company_limited,yes,railway,transportation,,,,coal electricity engines oil steel wood,hq,00_companies_ep2.txt
SAF,South Africa,company,company_de_beers,yes,gold_mine,gold,,,,coal engines explosives oil tools transportation,hq,00_companies_mp1.txt
SAF,South Africa,company,company_de_beers,yes,iron_mine,iron,,,,coal engines explosives oil tools transportation,hq,00_companies_mp1.txt
SPA,Spain,company,company_duro_y_compania,yes,,,generic_steel,steel,,,hq,00_companies_europe.txt
SPA,Spain,company,company_duro_y_compania,yes,coal_mine,coal,,,,engines explosives oil tools transportation,hq,00_companies_europe.txt
SPA,Spain,company,company_duro_y_compania,yes,iron_mine,iron,,,,coal engines explosives oil tools transportation,hq,00_companies_europe.txt
SPA,Spain,company,company_duro_y_compania,yes,logging_camp,hardwood wood,,,,coal electricity engines oil tools transportation,hq,00_companies_europe.txt
SPA,Spain,company,company_duro_y_compania,yes,steel_mill,steel,,,,coal electricity iron tools,hq,00_companies_europe.txt
SPA,Spain,company,company_espana_industrial,yes,,,generic_clothes,clothes,,,hq,00_companies_europe.txt
SPA,Spain,company,company_espana_industrial,yes,cotton_plantation,,,,,transportation,hq,00_companies_europe.txt
SPA,Spain,company,company_espana_industrial,yes,silk_plantation,,,,,transportation,hq,00_companies_europe.txt
SPA,Spain,company,company_espana_industrial,yes,textile_mill,clothes luxury_clothes,,,,dye electricity fabric rubber silk tools,hq,00_companies_europe.txt
SPA,Spain,company,company_trubia,yes,,,generic_artillery,artillery,,,hq,00_companies_europe.txt
SPA,Spain,company,company_trubia,yes,arms_industry,small_arms,,,,coal electricity hardwood iron oil steel tools,hq,00_companies_europe.txt
SPA,Spain,company,company_trubia,yes,artillery_foundry,artillery,,,,coal electricity hardwood iron oil steel tools,hq,00_companies_europe.txt
SPA,Spain,company,company_trubia,yes,explosives_factory,explosives,,,,electricity fertilizer paper sulfur,hq,00_companies_europe.txt
SPA,Spain,company,company_trubia,yes,munition_plant,ammunition,,,,coal electricity explosives lead oil,hq,00_companies_europe.txt
SPA,Spain,journal,je_atocha_railway,,estacion_de_madrid_atocha,,,,,,file,06_iberian_twilight_monuments.txt
SPA,Spain,journal,je_atocha_railway,,railway,transportation,,,,coal electricity engines oil steel wood,file,06_iberian_twilight_monuments.txt
SPA,Spain,journal,je_gran_teatro,,gran_teatro_de_la_habana,fine_art,,,,paper,file,06_iberian_twilight_monuments.txt
SPA,Spain,journal,je_manila_cathedral,,manila_cathedral_monument,,,,,,file,06_iberian_twilight_monuments.txt
SPA,Spain,journal,je_manila_cathedral,,manila_cathedral_ruins,,,,,,file,06_iberian_twilight_monuments.txt
SPA,Spain,journal,je_pena_palace,,pena_convent,,,,,,file,06_iberian_twilight_monuments.txt
SPA,Spain,journal,je_pena_palace,,pena_palace,,,,,,file,06_iberian_twilight_monuments.txt
SPA,Spain,journal,je_sagrada_familia,,sagrada_familia_cathedral_1,,,,,,file,06_iberian_twilight_monuments.txt
SPA,Spain,journal,je_sagrada_familia,,sagrada_familia_cathedral_2,,,,,,file,06_iberian_twilight_monuments.txt
SPA,Spain,journal,je_sagrada_familia,,sagrada_familia_cathedral_3,,,,,,file,06_iberian_twilight_monuments.txt
SPA,Spain,journal,je_spanish_anarchism,,urban_center,services transportation,,,,automobiles coal electricity engines glass steel wood,file,06_spanish_anarchism.txt
SWE,Sweden,company,company_ericsson,yes,,,ericsson_apparatus,telephones,,,hq,00_companies_europe.txt
SWE,Sweden,company,company_ericsson,yes,electrics_industry,radios telephones,,,,electricity iron lead rubber tools,hq,00_companies_europe.txt
SWE,Sweden,company,company_ericsson,yes,iron_mine,iron,,,,coal engines explosives oil tools transportation,hq,00_companies_europe.txt
SWE,Sweden,company,company_gotaverken,yes,automotive_industry,aeroplanes automobiles tanks,,,,electricity engines fabric hardwood oil rubber steel tools,hq,00_companies_europe.txt
SWE,Sweden,company,company_gotaverken,yes,logging_camp,hardwood wood,,,,coal electricity engines oil tools transportation,hq,00_companies_europe.txt
SWE,Sweden,company,company_gotaverken,yes,motor_industry,engines,,,,coal electricity oil steel tools,hq,00_companies_europe.txt
SWE,Sweden,company,company_gotaverken,yes,shipyard,clippers steamers,,,,coal electricity engines fabric hardwood steel wood,hq,00_companies_europe.txt
SWE,Sweden,company,company_gotaverken,yes,steel_mill,steel,,,,coal electricity iron tools,hq,00_companies_europe.txt
SWE,Sweden,company,company_gotaverken,yes,tooling_workshop,tools,,,,coal electricity iron oil rubber steel wood,hq,00_companies_europe.txt
SWE,Sweden,company,company_lkab,yes,,,swedish_bar_iron,iron,,,hq,00_companies_europe.txt
SWE,Sweden,company,company_lkab,yes,iron_mine,iron,,,,coal engines explosives oil tools transportation,hq,00_companies_europe.txt
SWE,Sweden,company,company_lkab,yes,steel_mill,steel,,,,coal electricity iron tools,hq,00_companies_europe.txt
SWE,Sweden,company,company_paradox,yes,,,grand_strategy_games,fine_art,,,hq,00_companies_mp1.txt
SWE,Sweden,company,company_paradox,yes,art_academy,fine_art,,,,electricity paper tools,hq,00_companies_mp1.txt
SWE,Sweden,company,company_paradox,yes,coal_mine,coal,,,,engines explosives oil tools transportation,hq,00_companies_mp1.txt
SWE,Sweden,company,company_paradox,yes,electrics_industry,radios telephones,,,,electricity iron lead rubber tools,hq,00_companies_mp1.txt
SWE,Sweden,company,company_paradox,yes,paper_mill,paper,,,,coal dye sulfur tools wood,hq,00_companies_mp1.txt
SIC,Two Sicilies,company,company_anglo_sicilian_sulphur_company,yes,,,sicilian_sulfur,sulfur,,,hq,00_companies_mp1.txt
SIC,Two Sicilies,company,company_anglo_sicilian_sulphur_company,yes,port,merchant_marine,,,,clippers coal oil steamers,hq,00_companies_mp1.txt
SIC,Two Sicilies,company,company_anglo_sicilian_sulphur_company,yes,sulfur_mine,sulfur,,,,coal engines explosives oil tools transportation,hq,00_companies_mp1.txt
USA,United States,company,company_colt_firearms,yes,,,colt_revolvers,small_arms,,,hq,00_companies_mp1.txt
USA,United States,company,company_colt_firearms,yes,arms_industry,small_arms,,,,coal electricity hardwood iron oil steel tools,hq,00_companies_mp1.txt
USA,United States,company,company_colt_firearms,yes,munition_plant,ammunition,,,,coal electricity explosives lead oil,hq,00_companies_mp1.txt
USA,United States,company,company_ford_motor,yes,,,ford_automobiles,automobiles,,,hq,00_companies_usa.txt
USA,United States,company,company_ford_motor,yes,automotive_industry,aeroplanes automobiles tanks,,,,electricity engines fabric hardwood oil rubber steel tools,hq,00_companies_usa.txt
USA,United States,company,company_ford_motor,yes,motor_industry,engines,,,,coal electricity oil steel tools,hq,00_companies_usa.txt
USA,United States,company,company_ford_motor,yes,rubber_plantation,,,,,transportation,hq,00_companies_usa.txt
USA,United States,company,company_ford_motor,yes,steel_mill,steel,,,,coal electricity iron tools,hq,00_companies_usa.txt
USA,United States,company,company_general_electric,yes,,,radiola_radios,radios,,,hq,00_companies_usa.txt
USA,United States,company,company_general_electric,yes,electrics_industry,radios telephones,,,,electricity iron lead rubber tools,hq,00_companies_usa.txt
USA,United States,company,company_general_electric,yes,motor_industry,engines,,,,coal electricity oil steel tools,hq,00_companies_usa.txt
USA,United States,company,company_general_electric,yes,power_plant,electricity,,,,coal engines oil wood,hq,00_companies_usa.txt
USA,United States,company,company_lee_wilson,yes,,,sea_island_cotton,fabric,,,hq,00_companies_mp1.txt
USA,United States,company,company_lee_wilson,yes,cotton_plantation,,,,,transportation,hq,00_companies_mp1.txt
USA,United States,company,company_lee_wilson,yes,logging_camp,hardwood wood,,,,coal electricity engines oil tools transportation,hq,00_companies_mp1.txt
USA,United States,company,company_lee_wilson,yes,railway,transportation,,,,coal electricity engines oil steel wood,hq,00_companies_mp1.txt
USA,United States,company,company_lee_wilson,yes,wheat_farm,fruit grain sugar,,,,coal engines fertilizer fish oil tools,hq,00_companies_mp1.txt
USA,United States,company,company_united_fruit,yes,,,gros_michel_banana,fruit,,,hq,00_companies_usa.txt
USA,United States,company,company_united_fruit,yes,banana_plantation,,,,,transportation,hq,00_companies_usa.txt
USA,United States,company,company_united_fruit,yes,railway,transportation,,,,coal electricity engines oil steel wood,hq,00_companies_usa.txt
USA,United States,company,company_united_fruit,yes,sugar_plantation,,,,,transportation,hq,00_companies_usa.txt
USA,United States,company,company_us_steel,yes,,,generic_steel,steel,,,hq,00_companies_usa.txt
USA,United States,company,company_us_steel,yes,art_academy,fine_art,,,,electricity paper tools,hq,00_companies_usa.txt
USA,United States,company,company_us_steel,yes,coal_mine,coal,,,,engines explosives oil tools transportation,hq,00_companies_usa.txt
USA,United States,company,company_us_steel,yes,iron_mine,iron,,,,coal engines explosives oil tools transportation,hq,00_companies_usa.txt
USA,United States,company,company_us_steel,yes,steel_mill,steel,,,,coal electricity iron tools,hq,00_companies_usa.txt
USA,United States,company,company_william_cramp,yes,artillery_foundry,artillery,,,,coal electricity hardwood iron oil steel tools,hq,00_companies_usa.txt
USA,United States,company,company_william_cramp,yes,motor_industry,engines,,,,coal electricity oil steel tools,hq,00_companies_usa.txt
USA,United States,company,company_william_cramp,yes,shipyard,clippers steamers,,,,coal electricity engines fabric hardwood steel wood,hq,00_companies_usa.txt
