"Tag","Tier","academia","admiralty","army_reserves","artillery","atmospheric_engine","banking","central_archives","central_banking","centralization","colonization","corporate_charters","cotton_gin","currency_standards","democracy","dialectics","distillation","drydocks","egalitarianism","empiricism","enclosure","fractional_distillation","general_staff","gunsmithing","human_rights","intensive_agriculture","international_relations","international_trade","joint_stock_companies","labor_movement","lathe","law_enforcement","line_infantry","mandatory_service","manufacturies","mass_communication","mechanical_tools","medical_degrees","military_drill","napoleonic_warfare","navigation","percussion_cap","power_of_the_purse","prospecting","railways","rationalism","romanticism","screw_frigate","sericulture","shaft_mining","standing_army","steelworking","stock_exchange","tech_bureaucracy","urban_planning","urbanization"
"MAD","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"MAH","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
"MAI","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
"MAK","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
"MAS","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
"MBS","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","1","0","0","1","0","1"
"MCR","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MDK","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MEC","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MEI","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MEW","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
"MEX","3","1","1","1","1","0","0","0","0","1","1","0","1","1","1","0","1","1","0","1","1","0","0","1","0","0","1","1","0","0","0","1","1","1","1","0","0","1","1","0","1","0","0","1","0","1","1","0","0","1","1","1","0","1","1","1"
"MGD","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
"MGH","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"MJK","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MJT","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","1","0","0","1","0","1"
"MKT","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
"MLD","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
"MNB","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MNC","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MND","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MNP","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
"MOD","3","1","1","1","1","0","1","0","0","1","1","0","1","1","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","1","1","1","1","0","0","1","1","0","1","0","0","1","0","1","1","0","0","1","1","1","0","1","1","1"
"MOL","3","1","1","1","1","0","0","0","0","1","1","0","1","1","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","1","1","1","1","0","0","1","1","0","1","0","0","1","0","1","1","0","0","1","1","1","0","1","1","1"
"MON","3","1","1","1","1","0","0","0","0","1","1","0","1","1","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","1","1","1","1","0","0","1","1","0","1","0","0","1","0","1","1","0","0","1","1","1","0","1","1","1"
"MOR","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
"MOS","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"MRA","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"MRN","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"MRV","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MSH","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MSI","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MSK","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MSN","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","1","0","0","1","0","1"
"MST","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MTB","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"MTP","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MUG","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
"MYB","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
"MYS","3","1","1","1","1","0","0","0","0","1","1","0","1","1","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","1","1","1","1","0","0","1","1","0","1","0","0","1","0","1","1","0","0","1","1","1","0","1","1","1"
"MZB","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"NAG","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
"NAM","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"NAR","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
"NAS","3","1","1","1","1","0","0","0","0","1","1","0","1","1","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","1","1","1","1","0","0","1","1","0","1","0","0","1","0","1","1","0","0","1","1","1","0","1","1","1"
"NAW","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
"NBS","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"NEJ","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
"NEP","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
"NET","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"NGA","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"NNG","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"NOR","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"NPU","3","1","1","1","1","0","0","0","0","1","1","0","1","1","1","0","1","1","0","1","1","0","0","1","0","0","1","1","0","0","0","1","1","1","1","0","0","1","1","0","1","0","0","1","0","1","1","0","0","1","1","1","0","1","1","1"
"NRU","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"NSW","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"NTO","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","1","0","0","1","0","1"
"NTU","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","1","0","0","1","0","1"
"NUE","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"NVJ","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"NVS","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"NYM","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"NYP","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"NZP","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"OGD","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"OLD","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"OMA","4","0","1","0","1","0","0","0","0","1","0","0","0","1","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
"OMO","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ONT","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ORA","3","1","1","1","1","0","0","0","0","1","1","0","1","1","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","1","1","1","1","0","0","1","1","0","1","0","0","1","0","1","1","0","0","1","1","1","0","1","1","1"
"ORG","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ORM","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"OUA","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"OVB","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"OVM","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"OYO","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","1","0","0","1","0","1"
"OZH","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
"PAA","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"PAN","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","1","1","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
"PAP","3","1","1","1","1","0","1","0","0","1","1","0","1","1","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","1","1","1","1","0","0","1","1","0","1","0","0","1","0","1","1","0","0","1","1","1","0","1","1","1"
"PAR","3","1","1","1","1","0","1","0","0","1","1","0","1","1","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","1","1","1","1","0","0","1","1","0","1","0","0","1","0","1","1","0","0","1","1","1","0","1","1","1"
"PAT","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"PCO","3","1","1","1","1","0","0","0","0","1","1","0","1","1","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","1","1","1","1","0","0","1","1","0","1","0","0","1","0","1","1","0","0","1","1","1","0","1","1","1"
"PDI","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"PER","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","1","1"
"PHI","3","1","1","1","1","0","0","0","0","1","1","0","1","1","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","1","1","1","1","0","0","1","1","0","1","0","0","1","0","1","1","0","0","1","1","1","0","1","1","1"
"PHL","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","1"
"PLP","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
"PLY","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","1","0","0","1","0","1"
"PMA","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"PNI","3","1","1","1","1","0","0","0","0","1","1","0","1","1","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","1","1","1","1","0","0","1","1","0","1","0","0","1","0","1","1","0","0","1","1","1","0","1","1","1"
"PON","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
"POR","3","1","1","1","1","1","0","0","0","1","1","0","1","1","1","0","1","1","0","1","1","0","0","1","0","0","1","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","1","0","1","1","0","0","1","1","1","1","1","1","1"
"PPU","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PRA","3","1","1","1","1","0","0","0","0","1","1","0","1","1","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","1","1","1","1","0","0","1","1","0","1","0","0","1","0","1","1","0","0","1","1","1","0","1","1","1"
"PRG","3","1","1","1","1","0","0","1","0","1","1","0","1","1","1","0","1","1","1","1","1","0","0","1","0","0","1","1","0","0","0","1","1","1","1","1","0","1","1","0","1","0","0","1","0","1","1","0","0","1","1","1","0","1","1","1"
"PRK","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
"PRU","1","0","0","0","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0"
"PTA","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
"PTN","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
"PUD","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
"PWN","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"QUE","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"QWR","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","1","0","0","1","0","1"
"RGB","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"RUS","3","1","1","1","1","0","0","0","0","1","1","1","1","1","1","0","1","1","0","0","1","1","0","1","0","0","1","1","0","0","0","1","1","1","1","0","0","1","1","1","1","0","0","1","0","1","1","0","0","1","1","1","1","1","1","1"
"RWD","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"RYU","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
"SAF","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SAH","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"SAK","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
"SAN","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SAR","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SAS","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SAT","4","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1"
