tag,country,state,rgo,kind,capacity,state_arable_land
EGY,Egypt,LEBANON,livestock_ranch,farm,,30
EGY,Egypt,LEBANON,banana_plantation,plantation,,30
EGY,Egypt,LEBANON,cotton_plantation,plantation,,30
EGY,Egypt,LEBANON,tobacco_plantation,plantation,,30
EGY,Egypt,LEBANON,vineyard,plantation,,30
EGY,Egypt,LOWER_EGYPT,logging_camp,capped,2,80
EGY,Egypt,LOWER_EGYPT,sulfur_mine,capped,20,80
EGY,Egypt,LOWER_EGYPT,banana_plantation,plantation,,80
EGY,Egypt,LOWER_EGYPT,vineyard,plantation,,80
EGY,Egypt,MATRUH,fishing_wharf,capped,3,3
EGY,Egypt,MATRUH,livestock_ranch,farm,,3
EGY,Egypt,MIDDLE_EGYPT,fishing_wharf,capped,4,50
EGY,Egypt,MIDDLE_EGYPT,logging_camp,capped,2,50
EGY,Egypt,MIDDLE_EGYPT,livestock_ranch,farm,,50
EGY,Egypt,MIDDLE_EGYPT,banana_plantation,plantation,,50
EGY,Egypt,MIDDLE_EGYPT,opium_plantation,plantation,,50
EGY,Egypt,PALESTINE,iron_mine,capped,24,30
EGY,Egypt,PALESTINE,logging_camp,capped,5,30
EGY,Egypt,PALESTINE,sulfur_mine,capped,9,30
EGY,Egypt,PALESTINE,millet_farm,farm,,30
EGY,Egypt,PALESTINE,banana_plantation,plantation,,30
EGY,Egypt,PALESTINE,cotton_plantation,plantation,,30
EGY,Egypt,PALESTINE,silk_plantation,plantation,,30
EGY,Egypt,PALESTINE,tobacco_plantation,plantation,,30
EGY,Egypt,PALESTINE,vineyard,plantation,,30
EGY,Egypt,SINAI,fishing_wharf,capped,3,10
EGY,Egypt,SINAI,iron_mine,capped,24,10
EGY,Egypt,SINAI,lead_mine,capped,24,10
EGY,Egypt,SINAI,livestock_ranch,farm,,10
EGY,Egypt,SYRIA,logging_camp,capped,2,30
EGY,Egypt,SYRIA,livestock_ranch,farm,,30
EGY,Egypt,SYRIA,cotton_plantation,plantation,,30
EGY,Egypt,SYRIA,silk_plantation,plantation,,30
EGY,Egypt,SYRIA,vineyard,plantation,,30
EGY,Egypt,TRANSJORDAN,fishing_wharf,capped,2,5
EGY,Egypt,TRANSJORDAN,logging_camp,capped,2,5
EGY,Egypt,TRANSJORDAN,sulfur_mine,capped,12,5
EGY,Egypt,TRANSJORDAN,millet_farm,farm,,5
EGY,Egypt,TRANSJORDAN,banana_plantation,plantation,,5
EGY,Egypt,UPPER_EGYPT,logging_camp,capped,2,40
EGY,Egypt,UPPER_EGYPT,livestock_ranch,farm,,40
EGY,Egypt,UPPER_EGYPT,cotton_plantation,plantation,,40
EGY,Egypt,UPPER_EGYPT,dye_plantation,plantation,,40
EGY,Egypt,UPPER_EGYPT,opium_plantation,plantation,,40
EGY,Egypt,UPPER_EGYPT,sugar_plantation,plantation,,40
EGY,Egypt,UPPER_EGYPT,tobacco_plantation,plantation,,40
FRA,France,ALGIERS,fishing_wharf,capped,8,82
FRA,France,ALGIERS,iron_mine,capped,10,82
FRA,France,ALGIERS,lead_mine,capped,7,82
FRA,France,ALGIERS,logging_camp,capped,6,82
FRA,France,ALGIERS,cotton_plantation,plantation,,82
FRA,France,ALGIERS,vineyard,plantation,,82
FRA,France,ALSACE_LORRAINE,coal_mine,capped,60,65
FRA,France,ALSACE_LORRAINE,livestock_ranch,farm,,65
FRA,France,AQUITAINE,coal_mine,capped,70,90
FRA,France,AQUITAINE,livestock_ranch,farm,,90
FRA,France,AUVERGNE_LIMOUSIN,coal_mine,capped,56,110
FRA,France,AUVERGNE_LIMOUSIN,iron_mine,capped,15,110
FRA,France,AUVERGNE_LIMOUSIN,livestock_ranch,farm,,110
FRA,France,BURGUNDY,livestock_ranch,farm,,80
FRA,France,CHAMPAGNE,iron_mine,capped,21,80
FRA,France,CHAMPAGNE,livestock_ranch,farm,,80
FRA,France,CONSTANTINE,fishing_wharf,capped,4,99
FRA,France,CONSTANTINE,iron_mine,capped,55,99
FRA,France,CONSTANTINE,lead_mine,capped,19,99
FRA,France,CONSTANTINE,logging_camp,capped,6,99
FRA,France,CONSTANTINE,sulfur_mine,capped,18,99
FRA,France,CONSTANTINE,oil_rig,discoverable,20,99
FRA,France,CONSTANTINE,livestock_ranch,farm,,99
FRA,France,CONSTANTINE,vineyard,plantation,,99
FRA,France,CORSICA,logging_camp,capped,6,10
FRA,France,FRANCHE_COMTE,logging_camp,capped,9,50
FRA,France,FRANCHE_COMTE,livestock_ranch,farm,,50
FRA,France,FRENCH_LOW_COUNTRIES,fishing_wharf,capped,6,70
FRA,France,GUAYANA,fishing_wharf,capped,6,30
FRA,France,GUAYANA,logging_camp,capped,20,30
FRA,France,GUAYANA,gold_field,discoverable,12,30
FRA,France,GUAYANA,oil_rig,discoverable,20,30
FRA,France,GUAYANA,rubber_plantation,discoverable,16,30
FRA,France,GUAYANA,livestock_ranch,farm,,30
FRA,France,GUAYANA,rice_farm,farm,,30
FRA,France,GUAYANA,banana_plantation,plantation,,30
FRA,France,GUAYANA,coffee_plantation,plantation,,30
FRA,France,GUAYANA,sugar_plantation,plantation,,30
FRA,France,GUYENNE,logging_camp,capped,9,90
FRA,France,ILE_DE_FRANCE,logging_camp,capped,4,40
FRA,France,INDIAN_OCEAN_TERRITORY,fishing_wharf,capped,10,15
FRA,France,INDIAN_OCEAN_TERRITORY,whaling_station,capped,5,15
FRA,France,INDIAN_OCEAN_TERRITORY,rice_farm,farm,,15
FRA,France,INDIAN_OCEAN_TERRITORY,banana_plantation,plantation,,15
FRA,France,INDIAN_OCEAN_TERRITORY,coffee_plantation,plantation,,15
FRA,France,IVORY_COAST,fishing_wharf,capped,5,50
FRA,France,IVORY_COAST,logging_camp,capped,14,50
FRA,France,IVORY_COAST,oil_rig,discoverable,5,50
FRA,France,IVORY_COAST,rubber_plantation,discoverable,22,50
FRA,France,IVORY_COAST,livestock_ranch,farm,,50
FRA,France,IVORY_COAST,millet_farm,farm,,50
FRA,France,IVORY_COAST,banana_plantation,plantation,,50
FRA,France,IVORY_COAST,coffee_plantation,plantation,,50
FRA,France,IVORY_COAST,cotton_plantation,plantation,,50
FRA,France,IVORY_COAST,dye_plantation,plantation,,50
FRA,France,IVORY_COAST,sugar_plantation,plantation,,50
FRA,France,IVORY_COAST,tobacco_plantation,plantation,,50
FRA,France,LANGUEDOC,logging_camp,capped,6,120
FRA,France,LANGUEDOC,cotton_plantation,plantation,,120
FRA,France,LORRAINE,iron_mine,capped,60,55
FRA,France,LORRAINE,livestock_ranch,farm,,55
FRA,France,MADRAS,fishing_wharf,capped,18,375
FRA,France,MADRAS,iron_mine,capped,26,375
FRA,France,MADRAS,logging_camp,capped,20,375
FRA,France,MADRAS,rubber_plantation,discoverable,7,375
FRA,France,MADRAS,livestock_ranch,farm,,375
FRA,France,MADRAS,rice_farm,farm,,375
FRA,France,MADRAS,banana_plantation,plantation,,375
FRA,France,MADRAS,coffee_plantation,plantation,,375
FRA,France,MADRAS,cotton_plantation,plantation,,375
FRA,France,MADRAS,silk_plantation,plantation,,375
FRA,France,MADRAS,sugar_plantation,plantation,,375
FRA,France,MADRAS,tea_plantation,plantation,,375
FRA,France,MADRAS,tobacco_plantation,plantation,,375
FRA,France,MAINE_ANJOU,iron_mine,capped,30,112
FRA,France,NORMANDY,iron_mine,capped,30,120
FRA,France,NORMANDY,logging_camp,capped,8,120
FRA,France,NORMANDY,whaling_station,capped,5,120
FRA,France,ORAN,iron_mine,capped,12,53
FRA,France,ORAN,logging_camp,capped,3,53
FRA,France,ORAN,livestock_ranch,farm,,53
FRA,France,ORAN,vineyard,plantation,,53
FRA,France,ORLEANS,logging_camp,capped,7,70
FRA,France,PICARDY,fishing_wharf,capped,1,80
FRA,France,PICARDY,logging_camp,capped,4,80
FRA,France,POITOU,logging_camp,capped,5,90
FRA,France,POITOU,livestock_ranch,farm,,90
FRA,France,PROVENCE,logging_camp,capped,7,60
FRA,France,PROVENCE,livestock_ranch,farm,,60
FRA,France,PROVENCE,cotton_plantation,plantation,,60
FRA,France,RHONE,iron_mine,capped,36,110
FRA,France,RHONE,lead_mine,capped,36,110
FRA,France,RHONE,livestock_ranch,farm,,110
FRA,France,RHONE,cotton_plantation,plantation,,110
FRA,France,SENEGAL,fishing_wharf,capped,10,120
FRA,France,SENEGAL,iron_mine,capped,30,120
FRA,France,SENEGAL,sulfur_mine,capped,40,120
FRA,France,SENEGAL,rubber_plantation,discoverable,20,120
FRA,France,SENEGAL,livestock_ranch,farm,,120
FRA,France,SENEGAL,millet_farm,farm,,120
FRA,France,SENEGAL,cotton_plantation,plantation,,120
FRA,France,SENEGAL,sugar_plantation,plantation,,120
FRA,France,WEST_INDIES,fishing_wharf,capped,8,30
FRA,France,WEST_INDIES,oil_rig,discoverable,30,30
FRA,France,WEST_INDIES,livestock_ranch,farm,,30
FRA,France,WEST_INDIES,rice_farm,farm,,30
FRA,France,WEST_INDIES,banana_plantation,plantation,,30
FRA,France,WEST_INDIES,cotton_plantation,plantation,,30
GBR,Great Britain,BAHAMAS,fishing_wharf,capped,5,10
GBR,Great Britain,BAHAMAS,livestock_ranch,farm,,10
GBR,Great Britain,BAHAMAS,rice_farm,farm,,10
GBR,Great Britain,BAHAMAS,coffee_plantation,plantation,,10
GBR,Great Britain,BERMUDA,fishing_wharf,capped,2,10
GBR,Great Britain,BERMUDA,livestock_ranch,farm,,10
GBR,Great Britain,BERMUDA,cotton_plantation,plantation,,10
GBR,Great Britain,BERMUDA,sugar_plantation,plantation,,10
GBR,Great Britain,BERMUDA,tobacco_plantation,plantation,,10
GBR,Great Britain,CEYLON,fishing_wharf,capped,13,30
GBR,Great Britain,CEYLON,logging_camp,capped,11,30
GBR,Great Britain,CEYLON,rubber_plantation,discoverable,12,30
GBR,Great Britain,CEYLON,livestock_ranch,farm,,30
GBR,Great Britain,CEYLON,rice_farm,farm,,30
GBR,Great Britain,CEYLON,banana_plantation,plantation,,30
GBR,Great Britain,CEYLON,coffee_plantation,plantation,,30
GBR,Great Britain,CEYLON,cotton_plantation,plantation,,30
GBR,Great Britain,CEYLON,dye_plantation,plantation,,30
GBR,Great Britain,CEYLON,sugar_plantation,plantation,,30
GBR,Great Britain,CEYLON,tea_plantation,plantation,,30
GBR,Great Britain,CEYLON,tobacco_plantation,plantation,,30
GBR,Great Britain,CONNAUGHT,fishing_wharf,capped,4,75
GBR,Great Britain,CONNAUGHT,logging_camp,capped,7,75
GBR,Great Britain,CONNAUGHT,sulfur_mine,capped,48,75
GBR,Great Britain,CONNAUGHT,livestock_ranch,farm,,75
GBR,Great Britain,EAST_ANGLIA,logging_camp,capped,4,40
GBR,Great Britain,EAST_ANGLIA,oil_rig,discoverable,20,40
GBR,Great Britain,GUATEMALA,fishing_wharf,capped,5,40
GBR,Great Britain,GUATEMALA,iron_mine,capped,30,40
GBR,Great Britain,GUATEMALA,logging_camp,capped,17,40
GBR,Great Britain,GUATEMALA,rubber_plantation,discoverable,20,40
GBR,Great Britain,GUATEMALA,livestock_ranch,farm,,40
GBR,Great Britain,GUATEMALA,maize_farm,farm,,40
GBR,Great Britain,GUATEMALA,banana_plantation,plantation,,40
GBR,Great Britain,GUATEMALA,coffee_plantation,plantation,,40
GBR,Great Britain,GUATEMALA,cotton_plantation,plantation,,40
GBR,Great Britain,GUATEMALA,dye_plantation,plantation,,40
GBR,Great Britain,GUATEMALA,sugar_plantation,plantation,,40
GBR,Great Britain,GUATEMALA,tobacco_plantation,plantation,,40
GBR,Great Britain,GUAYANA,fishing_wharf,capped,6,30
GBR,Great Britain,GUAYANA,logging_camp,capped,20,30
GBR,Great Britain,GUAYANA,gold_field,discoverable,12,30
GBR,Great Britain,GUAYANA,oil_rig,discoverable,20,30
GBR,Great Britain,GUAYANA,rubber_plantation,discoverable,16,30
GBR,Great Britain,GUAYANA,livestock_ranch,farm,,30
GBR,Great Britain,GUAYANA,rice_farm,farm,,30
GBR,Great Britain,GUAYANA,banana_plantation,plantation,,30
GBR,Great Britain,GUAYANA,coffee_plantation,plantation,,30
GBR,Great Britain,HIGHLANDS,livestock_ranch,farm,,30
GBR,Great Britain,HIGHLANDS,rye_farm,farm,,30
GBR,Great Britain,HOME_COUNTIES,coal_mine,capped,40,40
GBR,Great Britain,HOME_COUNTIES,logging_camp,capped,6,40
GBR,Great Britain,INDIAN_OCEAN_TERRITORY,fishing_wharf,capped,10,15
GBR,Great Britain,INDIAN_OCEAN_TERRITORY,whaling_station,capped,5,15
GBR,Great Britain,INDIAN_OCEAN_TERRITORY,rice_farm,farm,,15
GBR,Great Britain,INDIAN_OCEAN_TERRITORY,banana_plantation,plantation,,15
GBR,Great Britain,INDIAN_OCEAN_TERRITORY,coffee_plantation,plantation,,15
GBR,Great Britain,JAMAICA,fishing_wharf,capped,5,20
GBR,Great Britain,JAMAICA,logging_camp,capped,4,20
GBR,Great Britain,JAMAICA,livestock_ranch,farm,,20
GBR,Great Britain,JAMAICA,rice_farm,farm,,20
GBR,Great Britain,JAMAICA,tobacco_plantation,plantation,,20
GBR,Great Britain,LANCASHIRE,lead_mine,capped,45,45
GBR,Great Britain,LANCASHIRE,logging_camp,capped,9,45
GBR,Great Britain,LANCASHIRE,oil_rig,discoverable,20,45
GBR,Great Britain,LEINSTER,fishing_wharf,capped,6,95
GBR,Great Britain,LEINSTER,iron_mine,capped,33,95
GBR,Great Britain,LEINSTER,logging_camp,capped,6,95
GBR,Great Britain,LEINSTER,livestock_ranch,farm,,95
GBR,Great Britain,MALAYA,coal_mine,capped,32,35
GBR,Great Britain,MALAYA,fishing_wharf,capped,10,35
GBR,Great Britain,MALAYA,lead_mine,capped,24,35
GBR,Great Britain,MALAYA,logging_camp,capped,17,35
GBR,Great Britain,MALAYA,rubber_plantation,discoverable,40,35
GBR,Great Britain,MALAYA,livestock_ranch,farm,,35
GBR,Great Britain,MALAYA,rice_farm,farm,,35
GBR,Great Britain,MALAYA,banana_plantation,plantation,,35
GBR,Great Britain,MALAYA,coffee_plantation,plantation,,35
GBR,Great Britain,MALAYA,sugar_plantation,plantation,,35
GBR,Great Britain,MALAYA,tea_plantation,plantation,,35
GBR,Great Britain,MALTA,livestock_ranch,farm,,5
GBR,Great Britain,MALTA,wheat_farm,farm,,5
GBR,Great Britain,MALTA,cotton_plantation,plantation,,5
GBR,Great Britain,MALTA,sugar_plantation,plantation,,5
GBR,Great Britain,MIDLANDS,fishing_wharf,capped,2,80
GBR,Great Britain,MIDLANDS,logging_camp,capped,6,80
GBR,Great Britain,MIDLANDS,sulfur_mine,capped,40,80
GBR,Great Britain,MUNSTER,fishing_wharf,capped,12,130
GBR,Great Britain,MUNSTER,lead_mine,capped,24,130
GBR,Great Britain,MUNSTER,logging_camp,capped,4,130
GBR,Great Britain,MUNSTER,livestock_ranch,farm,,130
GBR,Great Britain,NEWFOUNDLAND,iron_mine,capped,24,20
GBR,Great Britain,NEWFOUNDLAND,lead_mine,capped,24,20
GBR,Great Britain,NEWFOUNDLAND,logging_camp,capped,24,20
GBR,Great Britain,NEWFOUNDLAND,whaling_station,capped,6,20
GBR,Great Britain,NEWFOUNDLAND,livestock_ranch,farm,,20
GBR,Great Britain,SOUTH_ATLANTIC_ISLANDS,fishing_wharf,capped,2,10
GBR,Great Britain,SOUTH_ATLANTIC_ISLANDS,whaling_station,capped,3,10
GBR,Great Britain,SOUTH_ATLANTIC_ISLANDS,livestock_ranch,farm,,10
GBR,Great Britain,ULSTER,fishing_wharf,capped,11,130
GBR,Great Britain,UPPER_ANDALUSIA,fishing_wharf,capped,8,53
GBR,Great Britain,UPPER_ANDALUSIA,iron_mine,capped,7,53
GBR,Great Britain,UPPER_ANDALUSIA,lead_mine,capped,46,53
GBR,Great Britain,UPPER_ANDALUSIA,logging_camp,capped,4,53
GBR,Great Britain,UPPER_ANDALUSIA,livestock_ranch,farm,,53
GBR,Great Britain,UPPER_ANDALUSIA,wheat_farm,farm,,53
GBR,Great Britain,UPPER_ANDALUSIA,cotton_plantation,plantation,,53
GBR,Great Britain,UPPER_ANDALUSIA,silk_plantation,plantation,,53
GBR,Great Britain,UPPER_ANDALUSIA,sugar_plantation,plantation,,53
GBR,Great Britain,UPPER_ANDALUSIA,tobacco_plantation,plantation,,53
GBR,Great Britain,UPPER_ANDALUSIA,vineyard,plantation,,53
GBR,Great Britain,WALES,fishing_wharf,capped,4,40
GBR,Great Britain,WALES,rye_farm,farm,,40
GBR,Great Britain,WEST_COUNTRY,logging_camp,capped,6,60
GBR,Great Britain,WEST_COUNTRY,vineyard,plantation,,60
GBR,Great Britain,WEST_INDIES,fishing_wharf,capped,8,30
GBR,Great Britain,WEST_INDIES,oil_rig,discoverable,30,30
GBR,Great Britain,WEST_INDIES,livestock_ranch,farm,,30
GBR,Great Britain,WEST_INDIES,rice_farm,farm,,30
GBR,Great Britain,WEST_INDIES,banana_plantation,plantation,,30
GBR,Great Britain,WEST_INDIES,cotton_plantation,plantation,,30
GBR,Great Britain,YORKSHIRE,fishing_wharf,capped,7,50
GBR,Great Britain,YORKSHIRE,lead_mine,capped,27,50
GBR,Great Britain,YORKSHIRE,logging_camp,capped,6,50
GRE,Greece,ATTICA,lead_mine,capped,21,25
GRE,Greece,ATTICA,sulfur_mine,capped,32,25
GRE,Greece,ATTICA,livestock_ranch,farm,,25
GRE,Greece,PELOPONNESE,iron_mine,capped,21,10
GRE,Greece,PELOPONNESE,logging_camp,capped,5,10
GRE,Greece,PELOPONNESE,livestock_ranch,farm,,10
GRE,Greece,PELOPONNESE,cotton_plantation,plantation,,10
GRE,Greece,PELOPONNESE,tobacco_plantation,plantation,,10
GRE,Greece,WEST_AEGEAN_ISLANDS,livestock_ranch,farm,,5
GRE,Greece,WEST_AEGEAN_ISLANDS,wheat_farm,farm,,5
GRE,Greece,WEST_AEGEAN_ISLANDS,cotton_plantation,plantation,,5
GRE,Greece,WEST_AEGEAN_ISLANDS,tobacco_plantation,plantation,,5
GRE,Greece,WEST_AEGEAN_ISLANDS,vineyard,plantation,,5
HUN,Hungary,BANAT,logging_camp,capped,9,70
HUN,Hungary,BANAT,vineyard,plantation,,70
HUN,Hungary,BEKES,logging_camp,capped,11,80
HUN,Hungary,BEKES,vineyard,plantation,,80
HUN,Hungary,CENTRAL_HUNGARY,coal_mine,capped,20,110
HUN,Hungary,CENTRAL_HUNGARY,logging_camp,capped,6,110
HUN,Hungary,DELVIDEK,logging_camp,capped,4,50
HUN,Hungary,DELVIDEK,oil_rig,discoverable,20,50
HUN,Hungary,DELVIDEK,vineyard,plantation,,50
HUN,Hungary,RUTHENIA,coal_mine,capped,92,70
HUN,Hungary,RUTHENIA,lead_mine,capped,33,70
HUN,Hungary,RUTHENIA,livestock_ranch,farm,,70
HUN,Hungary,RUTHENIA,vineyard,plantation,,70
HUN,Hungary,SLOVAKIA,coal_mine,capped,44,105
HUN,Hungary,SLOVAKIA,logging_camp,capped,8,105
HUN,Hungary,SLOVAKIA,livestock_ranch,farm,,105
HUN,Hungary,TRANSDANUBIA,coal_mine,capped,84,125
HUN,Hungary,TRANSDANUBIA,logging_camp,capped,7,125
HYD,Hyderabad,CENTRAL_PROVINCES,coal_mine,capped,21,205
HYD,Hyderabad,CENTRAL_PROVINCES,iron_mine,capped,22,205
HYD,Hyderabad,CENTRAL_PROVINCES,logging_camp,capped,12,205
HYD,Hyderabad,CENTRAL_PROVINCES,livestock_ranch,farm,,205
HYD,Hyderabad,CENTRAL_PROVINCES,rice_farm,farm,,205
HYD,Hyderabad,CENTRAL_PROVINCES,banana_plantation,plantation,,205
HYD,Hyderabad,CENTRAL_PROVINCES,cotton_plantation,plantation,,205
HYD,Hyderabad,CENTRAL_PROVINCES,dye_plantation,plantation,,205
HYD,Hyderabad,CENTRAL_PROVINCES,opium_plantation,plantation,,205
HYD,Hyderabad,CENTRAL_PROVINCES,silk_plantation,plantation,,205
HYD,Hyderabad,CENTRAL_PROVINCES,sugar_plantation,plantation,,205
HYD,Hyderabad,HYDERABAD,coal_mine,capped,6,250
HYD,Hyderabad,HYDERABAD,iron_mine,capped,4,250
HYD,Hyderabad,HYDERABAD,logging_camp,capped,16,250
HYD,Hyderabad,HYDERABAD,livestock_ranch,farm,,250
HYD,Hyderabad,HYDERABAD,rice_farm,farm,,250
HYD,Hyderabad,HYDERABAD,banana_plantation,plantation,,250
HYD,Hyderabad,HYDERABAD,dye_plantation,plantation,,250
HYD,Hyderabad,HYDERABAD,opium_plantation,plantation,,250
HYD,Hyderabad,HYDERABAD,tobacco_plantation,plantation,,250
JAP,Japan,CHUGOKU,coal_mine,capped,8,101
JAP,Japan,CHUGOKU,iron_mine,capped,16,101
JAP,Japan,CHUGOKU,lead_mine,capped,11,101
JAP,Japan,CHUGOKU,logging_camp,capped,20,101
JAP,Japan,CHUGOKU,whaling_station,capped,3,101
JAP,Japan,CHUGOKU,livestock_ranch,farm,,101
JAP,Japan,CHUGOKU,dye_plantation,plantation,,101
JAP,Japan,CHUGOKU,silk_plantation,plantation,,101
JAP,Japan,CHUGOKU,tea_plantation,plantation,,101
JAP,Japan,HOKKAIDO,coal_mine,capped,59,25
JAP,Japan,HOKKAIDO,iron_mine,capped,4,25
JAP,Japan,HOKKAIDO,lead_mine,capped,7,25
JAP,Japan,HOKKAIDO,logging_camp,capped,9,25
JAP,Japan,HOKKAIDO,sulfur_mine,capped,22,25
JAP,Japan,HOKKAIDO,whaling_station,capped,8,25
JAP,Japan,HOKKAIDO,gold_field,discoverable,4,25
JAP,Japan,HOKKAIDO,livestock_ranch,farm,,25
JAP,Japan,HOKKAIDO,wheat_farm,farm,,25
JAP,Japan,HOKUSHINETSU,iron_mine,capped,15,104
JAP,Japan,HOKUSHINETSU,lead_mine,capped,4,104
JAP,Japan,HOKUSHINETSU,sulfur_mine,capped,6,104
JAP,Japan,HOKUSHINETSU,oil_rig,discoverable,7,104
JAP,Japan,HOKUSHINETSU,livestock_ranch,farm,,104
JAP,Japan,HOKUSHINETSU,cotton_plantation,plantation,,104
JAP,Japan,HOKUSHINETSU,silk_plantation,plantation,,104
JAP,Japan,HOKUSHINETSU,vineyard,plantation,,104
JAP,Japan,KANSAI,gold_mine,capped,1,95
JAP,Japan,KANSAI,lead_mine,capped,18,95
JAP,Japan,KANSAI,livestock_ranch,farm,,95
JAP,Japan,KANSAI,opium_plantation,plantation,,95
JAP,Japan,KANSAI,silk_plantation,plantation,,95
JAP,Japan,KANSAI,tea_plantation,plantation,,95
JAP,Japan,KANSAI,vineyard,plantation,,95
JAP,Japan,KANTO,iron_mine,capped,1,117
JAP,Japan,KANTO,sulfur_mine,capped,21,117
JAP,Japan,KANTO,whaling_station,capped,2,117
JAP,Japan,KANTO,livestock_ranch,farm,,117
JAP,Japan,KANTO,cotton_plantation,plantation,,117
JAP,Japan,KYOTO,fishing_wharf,capped,10,44
JAP,Japan,KYOTO,iron_mine,capped,2,44
JAP,Japan,KYOTO,cotton_plantation,plantation,,44
JAP,Japan,KYOTO,tobacco_plantation,plantation,,44
JAP,Japan,KYUSHU,coal_mine,capped,52,101
JAP,Japan,KYUSHU,gold_mine,capped,1,101
JAP,Japan,KYUSHU,iron_mine,capped,6,101
JAP,Japan,KYUSHU,lead_mine,capped,9,101
JAP,Japan,KYUSHU,logging_camp,capped,7,101
JAP,Japan,KYUSHU,sulfur_mine,capped,31,101
JAP,Japan,KYUSHU,livestock_ranch,farm,,101
JAP,Japan,KYUSHU,cotton_plantation,plantation,,101
JAP,Japan,KYUSHU,dye_plantation,plantation,,101
JAP,Japan,KYUSHU,silk_plantation,plantation,,101
JAP,Japan,KYUSHU,sugar_plantation,plantation,,101
JAP,Japan,RYUKYU_ISLANDS,coal_mine,capped,4,15
JAP,Japan,RYUKYU_ISLANDS,fishing_wharf,capped,5,15
JAP,Japan,RYUKYU_ISLANDS,sulfur_mine,capped,6,15
JAP,Japan,RYUKYU_ISLANDS,livestock_ranch,farm,,15
JAP,Japan,RYUKYU_ISLANDS,rice_farm,farm,,15
JAP,Japan,RYUKYU_ISLANDS,cotton_plantation,plantation,,15
JAP,Japan,RYUKYU_ISLANDS,tea_plantation,plantation,,15
JAP,Japan,RYUKYU_ISLANDS,tobacco_plantation,plantation,,15
JAP,Japan,SHIKOKU,fishing_wharf,capped,9,56
JAP,Japan,SHIKOKU,iron_mine,capped,4,56
JAP,Japan,SHIKOKU,livestock_ranch,farm,,56
JAP,Japan,SHIKOKU,rice_farm,farm,,56
JAP,Japan,SHIKOKU,silk_plantation,plantation,,56
JAP,Japan,SHIKOKU,tea_plantation,plantation,,56
JAP,Japan,TOHOKU,coal_mine,capped,6,80
JAP,Japan,TOHOKU,gold_mine,capped,2,80
JAP,Japan,TOHOKU,iron_mine,capped,53,80
JAP,Japan,TOHOKU,lead_mine,capped,33,80
JAP,Japan,TOHOKU,sulfur_mine,capped,51,80
JAP,Japan,TOHOKU,whaling_station,capped,5,80
JAP,Japan,TOHOKU,oil_rig,discoverable,4,80
JAP,Japan,TOHOKU,livestock_ranch,farm,,80
JAP,Japan,TOHOKU,cotton_plantation,plantation,,80
JAP,Japan,TOHOKU,vineyard,plantation,,80
JAP,Japan,TOKAI,fishing_wharf,capped,16,107
JAP,Japan,TOKAI,lead_mine,capped,38,107
JAP,Japan,TOKAI,sulfur_mine,capped,12,107
JAP,Japan,TOKAI,oil_rig,discoverable,1,107
JAP,Japan,TOKAI,livestock_ranch,farm,,107
JAP,Japan,TOKAI,silk_plantation,plantation,,107
JAP,Japan,TOKAI,tobacco_plantation,plantation,,107
JAP,Japan,TOKAI,vineyard,plantation,,107
KOR,Korea,BUSAN,coal_mine,capped,6,85
KOR,Korea,BUSAN,iron_mine,capped,5,85
KOR,Korea,BUSAN,lead_mine,capped,12,85
KOR,Korea,BUSAN,logging_camp,capped,7,85
KOR,Korea,BUSAN,whaling_station,capped,7,85
KOR,Korea,BUSAN,livestock_ranch,farm,,85
KOR,Korea,BUSAN,cotton_plantation,plantation,,85
KOR,Korea,BUSAN,silk_plantation,plantation,,85
KOR,Korea,BUSAN,tea_plantation,plantation,,85
KOR,Korea,PYONGYANG,coal_mine,capped,17,100
KOR,Korea,PYONGYANG,fishing_wharf,capped,8,100
KOR,Korea,PYONGYANG,gold_mine,capped,5,100
KOR,Korea,PYONGYANG,lead_mine,capped,15,100
KOR,Korea,PYONGYANG,logging_camp,capped,7,100
KOR,Korea,PYONGYANG,cotton_plantation,plantation,,100
KOR,Korea,PYONGYANG,opium_plantation,plantation,,100
KOR,Korea,PYONGYANG,silk_plantation,plantation,,100
KOR,Korea,PYONGYANG,tobacco_plantation,plantation,,100
KOR,Korea,SARIWON,coal_mine,capped,9,40
KOR,Korea,SARIWON,fishing_wharf,capped,17,40
KOR,Korea,SARIWON,gold_mine,capped,2,40
KOR,Korea,SARIWON,iron_mine,capped,45,40
KOR,Korea,SARIWON,lead_mine,capped,24,40
KOR,Korea,SARIWON,logging_camp,capped,21,40
KOR,Korea,SARIWON,cotton_plantation,plantation,,40
KOR,Korea,SARIWON,opium_plantation,plantation,,40
KOR,Korea,SARIWON,silk_plantation,plantation,,40
KOR,Korea,SEOUL,coal_mine,capped,12,70
KOR,Korea,SEOUL,gold_mine,capped,2,70
KOR,Korea,SEOUL,iron_mine,capped,15,70
KOR,Korea,SEOUL,lead_mine,capped,27,70
KOR,Korea,SEOUL,logging_camp,capped,19,70
KOR,Korea,SEOUL,whaling_station,capped,3,70
KOR,Korea,SEOUL,livestock_ranch,farm,,70
KOR,Korea,SEOUL,cotton_plantation,plantation,,70
KOR,Korea,SEOUL,silk_plantation,plantation,,70
KOR,Korea,YANGHO,coal_mine,capped,5,110
KOR,Korea,YANGHO,lead_mine,capped,11,110
KOR,Korea,YANGHO,logging_camp,capped,7,110
